Date,CustomerID,PurchaseID,Rating,Comments
2024-02-07 02:27:36.333278,682305dc-1a85-46c2-b6b9-11c118812ed6,b22ae9f4-dff5-4389-97a4-8b6b45222169,2,Barktastic!
2024-02-07 02:27:36.333282,d52d62c8-e6b2-4436-a0e8-07f6cbca6749,7830dbd3-4657-4847-aae5-51f2e34ede95,1,Barktastic!
2024-02-07 02:27:36.333285,20daaa99-3647-4779-82a4-a7ee4220c020,7a7506d8-8cc9-4939-b620-53ef15469806,5,Barktastic!
2024-02-07 02:27:36.333289,69987b5a-126d-49f8-a507-7b2d791746bf,b655adbf-f06e-4b82-99b2-1f166633fef8,2,With this my dog can take on any squirrel!
2024-02-07 02:27:36.333292,7618d0f8-f4ad-49bd-b9f9-69d467c1d666,935cd52d-62f8-4078-b6f3-bb7407a088e6,1,With this my dog can take on any squirrel!
2024-02-07 02:27:36.333295,37ca98b8-5813-44e6-8207-c7e3ed2333ab,0f3e37a9-5d0f-4667-8ffd-7c04c9e6b690,5,My dogs can't get enough!
2024-02-07 02:27:36.333298,82077cf4-4b4b-4e44-a950-76304a257948,16d319ee-84ff-48fc-9743-26342682a54b,1,My dogs can't get enough!
2024-02-07 02:27:36.333301,3dedf232-5ac4-4c78-b4e7-4a4eac776049,f3fbf594-ed80-4962-a197-c3d472cd3264,2,My dogs can't get enough!
2024-02-07 02:27:36.333304,18f2317a-6e22-482a-8434-7d59ca3f7e08,1131fe67-640d-4824-8ecd-793d2e631299,4,"Even after a year of chew, still good!"
2024-02-07 02:27:36.333307,291ecbea-aad4-4fc9-a246-d5dff841757a,53746a22-abe3-42ef-a26d-58bcbc6f26d5,4,My dogs can't get enough!
2024-02-07 02:27:36.333310,2e2f11e0-0cce-405a-9d87-795dcdc4757d,138e7df8-88bf-48f2-bb3b-0034dd15fc6d,3,"Even after a year of chew, still good!"
2024-02-07 02:27:36.333314,e27d12e7-29bc-48a5-89a5-3a8a349cdc46,7b6647e1-09e8-4f75-b697-975ebbff8cbe,5,With this my dog can take on any squirrel!
2024-02-07 02:27:36.333317,1cc419c2-3873-4422-9dbb-0aafd2193ee1,1db086be-09f7-4e22-86a8-145637b59b2e,2,With this my dog can take on any squirrel!
2024-02-07 02:27:36.333320,77fdef06-04ab-4cd2-89a4-86368f88253c,65d1017e-e946-42eb-b9b0-f1b07d27257d,1,Barktastic!
2024-02-07 02:27:36.333323,0922b9b3-21c7-45f3-a214-1db6b407faaf,81c5838e-7197-465a-9141-807e0ad4735b,2,My dogs can't get enough!
2024-02-07 02:27:36.333326,f2101c65-e9ea-41e7-a14f-040144179ad6,e4b03786-7daa-4297-ad29-902a987d6b44,2,With this my dog can take on any squirrel!
2024-02-07 02:27:36.333329,883d83dd-5ded-4441-8c38-62a5224e9550,add67bc5-d9ce-4208-ab69-fdbeb4bb9ee2,4,Barktastic!
2024-02-07 02:27:36.333332,6b340713-6eed-4b4b-861f-b67e398f7de1,24b28b33-bce3-4afe-870c-07599ecf44b8,5,Barktastic!
2024-02-07 02:27:36.333335,f0086489-d269-48e8-8956-76fb509796e7,83b6bdfc-5e87-49b8-8e43-07a6810b7c65,3,Woof!
2024-02-07 02:27:36.333338,cc20bb5a-75d0-4f44-a408-d6d0b5e987bf,6d4a6af9-a916-45f6-923e-5bdf638617ff,1,My dogs can't get enough!
2024-02-07 02:27:36.333341,b11a0a47-f369-418c-a03b-833bb1ee54c9,5503721f-b61c-4341-bc9c-937a98f9da31,3,My dogs can't get enough!
2024-02-07 02:27:36.333345,b1d3c3f9-3703-4cb4-bd7e-e751615ab8ad,7222bab5-f210-4b25-8338-c173a18e7261,2,With this my dog can take on any squirrel!
2024-02-07 02:27:36.333348,ba6ab6a1-8fdb-47c4-8c9e-6fc2b1ad927a,22d36fb6-05ac-418d-94a4-2da3d9512444,5,Barktastic!
2024-02-07 02:27:36.333351,25f37f05-e778-465a-9315-5dd159b6b2f2,bb0ba7e2-fc53-494e-b088-7f8a3a7afbb7,5,"Even after a year of chew, still good!"
2024-02-07 02:27:36.333354,2fb59b98-d198-4760-b392-28265286e4fd,a40985f6-ba72-478c-872d-6eb17ea840be,4,With this my dog can take on any squirrel!
2024-02-07 02:27:36.333358,511e760e-f183-4091-811a-7598ddaba201,725c2d61-2fe0-4ac4-b1fa-ec87c95aa242,5,Barktastic!
2024-02-07 02:27:36.333361,f5e18a3f-bf6c-44b9-8978-bb9cb22e4ce6,7f043f67-1894-4455-9d4a-2ee56b5fcb42,2,"Even after a year of chew, still good!"
2024-02-07 02:27:36.333364,e8ec86a7-7b3a-4ed3-a24e-d5d2e899db0f,44829992-334f-4d22-8adb-ad00a2aa1d6a,2,Woof!
2024-02-07 02:27:36.333367,7910315e-a62c-48a1-bd10-2f362f954518,2ba4c9f3-2462-49fc-b0be-7cacb2ccfbe4,5,Barktastic!
2024-02-07 02:27:36.333370,1387d5f4-f071-4ba5-848f-c0b52ae4495b,19c51f65-8be1-4649-acef-345f27606c5e,4,Woof!
2024-02-07 02:27:36.333373,c6b0b989-372f-48c0-9ee5-7cc12f9a6647,68c912dc-a80a-43ca-bc56-09591cca4399,5,Woof!
2024-02-07 02:27:36.333376,b6623f8d-87f9-41f8-9b44-a0e2d20b8a44,95ba5967-8580-46e5-b766-35f6a0813dd0,1,"Even after a year of chew, still good!"
2024-02-07 02:27:36.333379,5b1dbc55-f6ec-477e-9368-68ee2b81ac1b,17cd4794-40b9-4087-a8b6-6c8fbda84630,1,"Even after a year of chew, still good!"
2024-02-07 02:27:36.333383,e4f8bfe0-2ac0-4174-b0bf-e5f8adcec6e3,30c579a5-fdc7-4b2c-92c9-8ee1f7af5f46,1,"Even after a year of chew, still good!"
2024-02-07 02:27:36.333386,289a5ea7-97cd-466a-96c9-85fc558e1e81,ae2e2689-14f9-4d8e-a2a7-b999f30766db,1,Woof!
2024-02-07 02:27:36.333390,ca4ec074-4b09-4052-9a0f-922c1406eeb4,aeca7433-16f0-4c0c-af16-d0744301eb3d,3,Barktastic!
2024-02-07 02:27:36.333393,fc9676cc-c440-42c2-a9a6-30667caa76ab,dedafa8b-8eae-4753-a7da-a7f8f75fe4d2,4,With this my dog can take on any squirrel!
2024-02-07 02:27:36.333396,d498901f-b271-4653-83f4-14614bea3c8c,b8218440-06d9-4887-8ec4-8547139bd740,5,Barktastic!
2024-02-07 02:27:36.333400,3af32882-ad36-49f9-834b-fc6a72eb1130,879f616b-ea31-409c-8eac-370046d6bf1f,5,"Even after a year of chew, still good!"
2024-02-07 02:27:36.333402,e28d574f-acf0-456a-ad5b-dde9e957b546,6519e712-f03c-4667-a74d-b1686db3d94e,4,Woof!
2024-02-07 02:27:36.333406,8a61bf86-b5e1-4259-9e6f-5fd779e279d0,8022575a-99f9-4fc0-acb3-542713c1a3ff,5,My dogs can't get enough!
2024-02-07 02:27:36.333409,5d1276af-ee8a-4545-865b-500a9bfc2c63,336b576f-4070-4746-9376-34de5b74f088,2,Woof!
2024-02-07 02:27:36.333412,24b48901-3362-43aa-8667-dfb86139ac35,e7867614-aed7-48f5-8a3f-57afc1c7c32e,2,My dogs can't get enough!
2024-02-07 02:27:36.333415,55b49287-f6c7-4e66-a664-d51b4e12bc20,a3793ab4-3faa-4c13-8752-d12fff5bff9f,2,Barktastic!
2024-02-07 02:27:36.333418,e665bba1-7f9e-4039-81b8-6f53cdbec211,a1b88944-58ef-4b6a-9855-c738049eb054,5,"Even after a year of chew, still good!"
2024-02-07 02:27:36.333421,72a3d380-3ce4-455e-aaa4-5a52c2d26aba,7a51ad65-9f12-47e8-a55c-f0dbe4f02d00,2,Barktastic!
2024-02-07 02:27:36.333424,8c970e36-4b3c-4517-a4a4-ba3f8c2f4bc4,0b4a80c3-e49d-4e91-9c0c-c9e492066f32,3,"Even after a year of chew, still good!"
2024-02-07 02:27:36.333429,c6a53d77-8e51-4587-9575-095f6a2dbbe4,021fec4b-0b20-43fc-8b5f-a808a3fe47c5,2,"Even after a year of chew, still good!"
2024-02-07 02:27:36.333432,89d3f3ce-a843-4e0f-8ec1-9ede8754f316,46be4a83-2bcb-4e51-938b-22144c74a5ce,3,"Even after a year of chew, still good!"
2024-02-07 02:27:36.333435,1c484022-b7af-4b09-a0b8-fc0a579576f6,699d0664-a508-4c32-a949-9524020864e4,3,My dogs can't get enough!
2024-02-07 02:27:36.333439,5c4f3a60-5d54-4001-b896-9a27a183cd8f,f84ad356-a8f0-44ff-8f92-6116d5a8ed2c,2,With this my dog can take on any squirrel!
2024-02-07 02:27:36.333442,90690c66-ea88-4fd3-8ca9-98db987c9aae,35e2dbea-79fb-45b5-8e36-c43d759269b5,5,With this my dog can take on any squirrel!
2024-02-07 02:27:36.333445,fb38db8d-02fe-4afe-804a-0bd3ec1c7dcc,a815d48d-10d1-48bd-9afa-cd29b8e47acb,3,"Even after a year of chew, still good!"
2024-02-07 02:27:36.333449,63772553-168e-4fcd-8cbf-f614842cd9a5,79bcd05b-53f5-479c-9450-7b756773d517,5,With this my dog can take on any squirrel!
2024-02-07 02:27:36.333454,51ef388b-5e71-4a09-ad1e-7f808f0644da,72bce6e7-b557-4a11-bec0-2da1b5d85f58,2,Barktastic!
2024-02-07 02:27:36.333458,4cf1dbc7-a009-40c0-b733-eaf8b62d8227,a0114ab4-fd95-4537-a664-2d16b83180bc,2,Barktastic!
2024-02-07 02:27:36.333461,dee91a36-5348-4179-8417-a65dad473662,478a618d-7178-459d-b9d3-043a461f971a,4,Woof!
2024-02-07 02:27:36.333464,573bc2d2-5c70-4e5f-95d8-e8cda60e4967,5a12d1d8-5e41-435a-ab68-e821d27c2ff9,5,Woof!
2024-02-07 02:27:36.333468,c2fca4dd-e5db-462b-951e-27708e29e8f7,37d439ca-3396-4a89-8110-980e2e60b87e,1,My dogs can't get enough!
2024-02-07 02:27:36.333471,288aec2d-28dd-4a7c-8500-f498f87d5ab4,d00b5d30-5330-4c74-8407-4fb71545d0b8,5,"Even after a year of chew, still good!"
2024-02-07 02:27:36.333474,172b18b0-b66f-436a-bb16-e2ea4cca2b79,e9cfde5a-d1f8-48aa-a6a0-aa70ce4297fd,5,"Even after a year of chew, still good!"
2024-02-07 02:27:36.333478,0547ba23-45ae-4afb-be8e-b04bc3593ada,cf1f99cc-91b4-4932-b41c-3b29189bbe9b,5,With this my dog can take on any squirrel!
2024-02-07 02:27:36.333481,919caeec-e590-48a9-b417-cfa4b99190d9,eeb04ceb-3f78-4765-a757-ab7e0e90aa6e,3,With this my dog can take on any squirrel!
2024-02-07 02:27:36.333485,8c263a4b-88db-468c-9346-6de3ac8f44ff,5a1b7f02-2ffc-40a6-b931-c22357ff9775,4,Woof!
2024-02-07 02:27:36.333488,61ed7823-e39c-4878-b0c9-bfee252bb6d4,fd41ac30-9719-4449-b46f-52f0211f33f1,4,Woof!
2024-02-07 02:27:36.333492,ee90f423-ffb9-477e-b59c-437f3784e5c0,78d3be48-34da-493b-b06d-e5285d72beea,2,My dogs can't get enough!
2024-02-07 02:27:36.333495,7e715a38-cee9-4e01-89ee-e0ddc6cca3bf,3e5dc587-04b8-4ad6-bce8-6bcba79e55ed,1,With this my dog can take on any squirrel!
2024-02-07 02:27:36.333498,66ba4f4c-fa33-49e6-882a-191ce8e0f64e,26821aa1-0e2e-46ae-b279-160932df9044,3,My dogs can't get enough!
2024-02-07 02:27:36.333501,e56cc978-90d4-4c29-a797-6c9ce2c60eff,5de58e8c-5ac5-4776-8cf6-11cfe62174a0,5,With this my dog can take on any squirrel!
2024-02-07 02:27:36.333505,a107f142-e10c-479e-8ae5-88c3cc549468,148069e1-2058-4a38-ba60-c4344b12ce7b,3,Barktastic!
